class,subclass,resource,fips,county,state_name,usdaregion,"County Square Miles",model_name,scenario_name,price_offered,production,production_unit,btu_ton,production_energy_content,energy_content_unit,production_density_dtpersqmi,landsource
"agriculture land","Agricultural residues","Corn stover",55139,"Winnebago County",Wisconsin,"Lake States",578.57,POLYSYS,"mature-market low",70,151962.00,dt,15722000,2389146564000,BTU,262.65,Crop
"agriculture land","Agricultural residues","Corn stover",55123,"Vernon County",Wisconsin,"Lake States",816.38,POLYSYS,near-term,70,29241.00,dt,15722000,459727002000,BTU,35.82,Crop
"agriculture land","Agricultural residues","Wheat straw",55001,"Adams County",Wisconsin,"Lake States",687.48,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55037,"Florence County",Wisconsin,"Lake States",497.43,POLYSYS,near-term,70,0.00,dt,15722000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55119,"Taylor County",Wisconsin,"Lake States",984.56,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55115,"Shawano County",Wisconsin,"Lake States",909.4,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55057,"Juneau County",Wisconsin,"Lake States",805.17,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55135,"Waupaca County",Wisconsin,"Lake States",765.17,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55105,"Rock County",Wisconsin,"Lake States",726.16,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55017,"Chippewa County",Wisconsin,"Lake States",1041.27,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55085,"Oneida County",Wisconsin,"Lake States",1236.57,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55083,"Oconto County",Wisconsin,"Lake States",1016.31,POLYSYS,"mature-market high",70,235904.00,dt,16660000,3930160640000,BTU,232.12,Crop
"agriculture land","Agricultural residues","Corn stover",55117,"Sheboygan County",Wisconsin,"Lake States",517.64,POLYSYS,"mature-market low",70,148564.00,dt,15722000,2335723208000,BTU,287.00,Crop
"agriculture land","Agricultural residues","Corn stover",55011,"Buffalo County",Wisconsin,"Lake States",709.59,POLYSYS,near-term,70,51055.00,dt,15722000,802686710000,BTU,71.95,Crop
"agriculture land","Agricultural residues","Oats straw",55141,"Wood County",Wisconsin,"Lake States",809.25,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55057,"Juneau County",Wisconsin,"Lake States",805.17,POLYSYS,emerging,70,0.00,dt,17296000,0,BTU,0.00,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55081,"Monroe County",Wisconsin,"Lake States",908.08,POLYSYS,"mature-market high",400,14605.09,dt,23288300,340127717447,BTU,16.08,Crop
"agriculture land","Energy crops, woody",Poplar,55027,"Dodge County",Wisconsin,"Lake States",907.1,POLYSYS,"mature-market high",70,967.00,dt,16904000,16346168000,BTU,1.07,Pasture
"agriculture land","Agricultural residues","Corn stover",55133,"Waukesha County",Wisconsin,"Lake States",580.54,POLYSYS,"mature-market low",70,42345.00,dt,15722000,665748090000,BTU,72.94,Crop
"agriculture land","Agricultural residues","Oats straw",55129,"Washburn County",Wisconsin,"Lake States",853.32,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55121,"Trempealeau County",Wisconsin,"Lake States",741.98,POLYSYS,emerging,70,121616.00,dt,15722000,1912046752000,BTU,163.91,Crop
"agriculture land","Agricultural residues","Corn stover",55101,"Racine County",Wisconsin,"Lake States",340.39,POLYSYS,"mature-market medium",70,99899.00,dt,15722000,1570612078000,BTU,293.48,Crop
"agriculture land","Energy crops, woody",Willow,55133,"Waukesha County",Wisconsin,"Lake States",580.54,POLYSYS,"mature-market medium",70,330.00,dt,17296000,5707680000,BTU,0.57,Pasture
"agriculture land","Agricultural residues","Corn stover",55089,"Ozaukee County",Wisconsin,"Lake States",235.28,POLYSYS,"mature-market high",70,65117.00,dt,15722000,1023769474000,BTU,276.76,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55105,"Rock County",Wisconsin,"Lake States",726.16,POLYSYS,"mature-market low",70,22274.00,dt,16660000,371084840000,BTU,30.67,Pasture
"agriculture land","Agricultural residues","Oats straw",55053,"Jackson County",Wisconsin,"Lake States",1000.48,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55069,"Lincoln County",Wisconsin,"Lake States",906.79,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55081,"Monroe County",Wisconsin,"Lake States",908.08,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55007,"Bayfield County",Wisconsin,"Lake States",1511.34,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55099,"Price County",Wisconsin,"Lake States",1278.04,POLYSYS,"mature-market low",70,22320.00,dt,16660000,371851200000,BTU,17.46,Crop
"agriculture land","Energy crops, herbaceous",Switchgrass,55029,"Door County",Wisconsin,"Lake States",487.56,POLYSYS,"mature-market low",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Agricultural residues","Corn stover",55135,"Waupaca County",Wisconsin,"Lake States",765.17,POLYSYS,emerging,70,201898.00,dt,15722000,3174240356000,BTU,263.86,Crop
"agriculture land","Agricultural residues","Wheat straw",55075,"Marinette County",Wisconsin,"Lake States",1429.25,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55137,"Waushara County",Wisconsin,"Lake States",637.4,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55103,"Richland County",Wisconsin,"Lake States",589.3,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55023,"Crawford County",Wisconsin,"Lake States",599.21,POLYSYS,"mature-market high",70,5798.00,dt,15722000,91156156000,BTU,9.68,Crop
"agriculture land","Agricultural residues","Oats straw",55025,"Dane County",Wisconsin,"Lake States",1237.5,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55035,"Eau Claire County",Wisconsin,"Lake States",645.2,POLYSYS,"mature-market medium",400,12483.42,dt,23288300,290717629986,BTU,19.35,Crop
"agriculture land","Agricultural residues","Oats straw",55107,"Rusk County",Wisconsin,"Lake States",930.86,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55015,"Calumet County",Wisconsin,"Lake States",397.08,POLYSYS,"mature-market high",70,0.00,dt,15722000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55055,"Jefferson County",Wisconsin,"Lake States",582.74,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55061,"Kewaunee County",Wisconsin,"Lake States",343.95,POLYSYS,emerging,70,2646.00,dt,17296000,45765216000,BTU,7.69,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55007,"Bayfield County",Wisconsin,"Lake States",1511.34,POLYSYS,emerging,70,28444.00,dt,16660000,473877040000,BTU,18.82,Crop
"agriculture land","Agricultural residues","Corn stover",55109,"St. Croix County",Wisconsin,"Lake States",735.19,POLYSYS,"mature-market medium",70,284592.00,dt,15722000,4474355424000,BTU,387.10,Crop
"agriculture land","Agricultural residues","Sorghum stubble",55073,"Marathon County",Wisconsin,"Lake States",1576.33,POLYSYS,"mature-market high",70,0.00,dt,14830000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55123,"Vernon County",Wisconsin,"Lake States",816.38,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55089,"Ozaukee County",Wisconsin,"Lake States",235.28,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55067,"Langlade County",Wisconsin,"Lake States",887.79,POLYSYS,"mature-market high",70,80294.00,dt,16660000,1337698040000,BTU,90.44,Crop
"agriculture land","Agricultural residues","Wheat straw",55131,"Washington County",Wisconsin,"Lake States",435.66,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55045,"Green County",Wisconsin,"Lake States",584.55,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55067,"Langlade County",Wisconsin,"Lake States",887.79,POLYSYS,"mature-market medium",70,18097.00,dt,16660000,301496020000,BTU,20.38,Pasture
"agriculture land","Intermediate oilseeds",Pennycress,55121,"Trempealeau County",Wisconsin,"Lake States",741.98,POLYSYS,"mature-market low",400,20363.62,dt,23288300,474234091646,BTU,27.44,Crop
"agriculture land","Agricultural residues","Oats straw",55105,"Rock County",Wisconsin,"Lake States",726.16,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55117,"Sheboygan County",Wisconsin,"Lake States",517.64,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55079,"Milwaukee County",Wisconsin,"Lake States",242.17,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55111,"Sauk County",Wisconsin,"Lake States",849.19,POLYSYS,emerging,70,18135.00,dt,17296000,313662960000,BTU,21.36,Crop
"agriculture land","Agricultural residues","Corn stover",55131,"Washington County",Wisconsin,"Lake States",435.66,POLYSYS,"mature-market low",70,96787.00,dt,15722000,1521685214000,BTU,222.16,Crop
"agriculture land","Agricultural residues","Wheat straw",55023,"Crawford County",Wisconsin,"Lake States",599.21,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55065,"Lafayette County",Wisconsin,"Lake States",634.57,POLYSYS,"mature-market medium",70,2502.00,dt,17296000,43274592000,BTU,3.94,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55011,"Buffalo County",Wisconsin,"Lake States",709.59,POLYSYS,emerging,70,6721.00,dt,16660000,111971860000,BTU,9.47,Pasture
"agriculture land","Energy crops, woody",Willow,55109,"St. Croix County",Wisconsin,"Lake States",735.19,POLYSYS,"mature-market low",70,354.00,dt,17296000,6122784000,BTU,0.48,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55111,"Sauk County",Wisconsin,"Lake States",849.19,POLYSYS,"mature-market high",70,5635.00,dt,16660000,93879100000,BTU,6.64,Pasture
"agriculture land","Agricultural residues","Wheat straw",55117,"Sheboygan County",Wisconsin,"Lake States",517.64,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55099,"Price County",Wisconsin,"Lake States",1278.04,POLYSYS,emerging,70,28455.00,dt,16660000,474060300000,BTU,22.26,Pasture
"agriculture land","Intermediate oilseeds",Pennycress,55039,"Fond du Lac County",Wisconsin,"Lake States",765.84,POLYSYS,"mature-market medium",400,27470.49,dt,23288300,639741012267,BTU,35.87,Crop
"agriculture land","Energy crops, woody",Willow,55049,"Iowa County",Wisconsin,"Lake States",768.05,POLYSYS,emerging,70,1156.00,dt,17296000,19994176000,BTU,1.51,Pasture
"agriculture land","Energy crops, woody",Willow,55131,"Washington County",Wisconsin,"Lake States",435.66,POLYSYS,"mature-market low",70,728.00,dt,17296000,12591488000,BTU,1.67,Pasture
"agriculture land","Agricultural residues","Wheat straw",55041,"Forest County",Wisconsin,"Lake States",1046.52,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55095,"Polk County",Wisconsin,"Lake States",956.41,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55083,"Oconto County",Wisconsin,"Lake States",1016.31,POLYSYS,near-term,70,23038.00,dt,15722000,362203436000,BTU,22.67,Crop
"agriculture land","Agricultural residues","Wheat straw",55065,"Lafayette County",Wisconsin,"Lake States",634.57,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55107,"Rusk County",Wisconsin,"Lake States",930.86,POLYSYS,"mature-market medium",70,112091.00,dt,16660000,1867436060000,BTU,120.42,Crop
"agriculture land","Energy crops, woody",Willow,55097,"Portage County",Wisconsin,"Lake States",822.82,POLYSYS,"mature-market high",70,4621.00,dt,17296000,79924816000,BTU,5.62,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55135,"Waupaca County",Wisconsin,"Lake States",765.17,POLYSYS,"mature-market high",70,59216.00,dt,16660000,986538560000,BTU,77.39,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55027,"Dodge County",Wisconsin,"Lake States",907.1,POLYSYS,"mature-market high",70,38585.00,dt,16660000,642826100000,BTU,42.54,Pasture
"agriculture land","Energy crops, herbaceous",Switchgrass,55053,"Jackson County",Wisconsin,"Lake States",1000.48,POLYSYS,"mature-market low",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Agricultural residues","Corn stover",55111,"Sauk County",Wisconsin,"Lake States",849.19,POLYSYS,near-term,70,72475.00,dt,15722000,1139451950000,BTU,85.35,Crop
"agriculture land","Agricultural residues","Corn stover",55005,"Barron County",Wisconsin,"Lake States",889.76,POLYSYS,emerging,70,267054.00,dt,15722000,4198622988000,BTU,300.14,Crop
"agriculture land","Agricultural residues","Oats straw",55009,"Brown County",Wisconsin,"Lake States",531.24,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55083,"Oconto County",Wisconsin,"Lake States",1016.31,POLYSYS,"mature-market high",70,84597.00,dt,15722000,1330034034000,BTU,83.24,Crop
"agriculture land","Agricultural residues","Wheat straw",55029,"Door County",Wisconsin,"Lake States",487.56,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55117,"Sheboygan County",Wisconsin,"Lake States",517.64,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55097,"Portage County",Wisconsin,"Lake States",822.82,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55005,"Barron County",Wisconsin,"Lake States",889.76,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55133,"Waukesha County",Wisconsin,"Lake States",580.54,POLYSYS,near-term,70,37946.00,dt,15722000,596587012000,BTU,65.36,Crop
"agriculture land","Agricultural residues","Corn stover",55111,"Sauk County",Wisconsin,"Lake States",849.19,POLYSYS,emerging,70,181090.00,dt,15722000,2847096980000,BTU,213.25,Crop
"agriculture land","Agricultural residues","Oats straw",55063,"La Crosse County",Wisconsin,"Lake States",480.05,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55141,"Wood County",Wisconsin,"Lake States",809.25,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55029,"Door County",Wisconsin,"Lake States",487.56,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Poplar,55081,"Monroe County",Wisconsin,"Lake States",908.08,POLYSYS,"mature-market high",70,806.00,dt,16904000,13624624000,BTU,0.89,Pasture
"agriculture land","Agricultural residues","Corn stover",55139,"Winnebago County",Wisconsin,"Lake States",578.57,POLYSYS,"mature-market high",70,213840.00,dt,15722000,3361992480000,BTU,369.60,Crop
"agriculture land","Agricultural residues","Oats straw",55097,"Portage County",Wisconsin,"Lake States",822.82,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55051,"Iron County",Wisconsin,"Lake States",802.62,POLYSYS,near-term,70,0.00,dt,15722000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Poplar,55001,"Adams County",Wisconsin,"Lake States",687.48,POLYSYS,"mature-market low",70,122.00,dt,16904000,2062288000,BTU,0.18,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55003,"Ashland County",Wisconsin,"Lake States",1054.13,POLYSYS,emerging,70,18771.00,dt,16660000,312724860000,BTU,17.81,Crop
"agriculture land","Agricultural residues","Oats straw",55133,"Waukesha County",Wisconsin,"Lake States",580.54,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55027,"Dodge County",Wisconsin,"Lake States",907.1,POLYSYS,"mature-market high",70,643084.00,dt,15722000,10110566648000,BTU,708.94,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55041,"Forest County",Wisconsin,"Lake States",1046.52,POLYSYS,"mature-market low",400,316.64,dt,23288300,7374007312,BTU,0.30,Crop
"agriculture land","Energy crops, woody",Willow,55045,"Green County",Wisconsin,"Lake States",584.55,POLYSYS,"mature-market high",70,9106.00,dt,17296000,157497376000,BTU,15.58,Pasture
"agriculture land","Agricultural residues","Corn stover",55067,"Langlade County",Wisconsin,"Lake States",887.79,POLYSYS,near-term,70,4880.00,dt,15722000,76723360000,BTU,5.50,Crop
"agriculture land","Energy crops, woody",Poplar,55019,"Clark County",Wisconsin,"Lake States",1218.67,POLYSYS,emerging,70,4644.00,dt,16904000,78502176000,BTU,3.81,Pasture
